f,a1,a2,t1,t2
12.453,0.0113,0.0119,0.4816,0.0829
12.454,0.0113,0.0119,0.4816,0.0829
12.455,0.0113,0.0119,0.4816,0.0829
12.456,0.0113,0.0119,0.4816,0.0829
12.457,0.0113,0.0119,0.4816,0.0829
12.458,0.0113,0.0119,0.4816,0.0829
12.459,0.0113,0.0119,0.4816,0.0829
12.46,0.0113,0.0119,0.4816,0.0829
12.461,0.0113,0.0119,0.4816,0.0829
12.462,0.0113,0.0118,0.4816,0.0829
12.463,0.0113,0.0118,0.4816,0.0829
12.464,0.0113,0.0118,0.4811,0.0829
12.465,0.0113,0.0118,0.4811,0.0829
12.466,0.0113,0.0117,0.4811,0.0829
12.467,0.0113,0.0117,0.4811,0.0829
12.468,0.0113,0.0117,0.4811,0.0829
12.469,0.0113,0.0116,0.4811,0.0829
12.47,0.0113,0.0116,0.4811,0.0829
12.471,0.0113,0.0116,0.4811,0.0828
12.472,0.0113,0.0116,0.4811,0.0828
12.473,0.0113,0.0116,0.4811,0.0828
12.474,0.0113,0.0116,0.4811,0.0828
12.475,0.0113,0.0117,0.4811,0.0828
12.476,0.0113,0.0118,0.4811,0.0828
12.477,0.0113,0.0118,0.4811,0.0828
12.478,0.0113,0.0118,0.4811,0.0828
12.479,0.0113,0.0118,0.4811,0.0828
12.48,0.0113,0.0118,0.4811,0.0828
12.481,0.0113,0.0118,0.4811,0.0828
12.482,0.0113,0.0118,0.4811,0.0828
12.483,0.0113,0.0118,0.4805,0.0828
12.484,0.0113,0.0117,0.4805,0.0827
12.485,0.0113,0.0117,0.4805,0.0827
12.486,0.0113,0.0116,0.4805,0.0827
12.487,0.0113,0.0115,0.4805,0.0827
12.488,0.0113,0.0115,0.4805,0.0827
12.489,0.0113,0.0114,0.4805,0.0827
12.49,0.0113,0.0113,0.4805,0.0827
12.491,0.0113,0.0112,0.4805,0.0827
12.492,0.0113,0.0111,0.4805,0.0827
12.493,0.0113,0.0111,0.4805,0.0827
12.494,0.0113,0.0112,0.4805,0.0827
12.495,0.0113,0.0113,0.4845,0.0827
12.496,0.0113,0.0114,0.4845,0.0826
12.497,0.0113,0.0115,0.4845,0.0826
12.498,0.0113,0.0115,0.4845,0.0826
12.499,0.0113,0.0116,0.4614,0.0826
12.5,0.0113,0.0117,0.4614,0.0826
12.501,0.0113,0.0117,0.461,0.0826
12.502,0.0113,0.0117,0.461,0.0826
12.503,0.0112,0.0117,0.461,0.0826
12.504,0.0112,0.0117,0.461,0.0826
12.505,0.0112,0.0117,0.461,0.0826
12.506,0.0112,0.0117,0.44,0.0826
12.507,0.0112,0.0117,0.44,0.0826
12.508,0.0112,0.0116,0.44,0.0826
12.509,0.0112,0.0115,0.4395,0.0825
12.51,0.0112,0.0115,0.4204,0.0825
12.511,0.0112,0.0114,0.4204,0.0825
12.512,0.0112,0.0113,0.4204,0.0825
12.513,0.0112,0.0112,0.4204,0.0825
12.514,0.0112,0.0112,0.4204,0.0825
12.515,0.0112,0.0112,0.4204,0.0825
12.516,0.0112,0.0112,0.4204,0.0825
12.517,0.0112,0.0113,0.42,0.0825
12.518,0.0112,0.0113,0.42,0.0825
12.519,0.0112,0.0113,0.4025,0.0825
12.52,0.0112,0.0114,0.4025,0.0825
12.521,0.0112,0.0114,0.4025,0.0825
12.522,0.0112,0.0115,0.4025,0.0824
12.523,0.0112,0.0115,0.3864,0.0824
12.524,0.0112,0.0115,0.3864,0.0824
12.525,0.0112,0.0116,0.386,0.0824
12.526,0.0112,0.0116,0.386,0.0824
12.527,0.0112,0.0116,0.386,0.0824
12.528,0.0112,0.0116,0.386,0.0824
12.529,0.0112,0.0116,0.386,0.0824
12.53,0.0112,0.0115,0.3712,0.0824
12.531,0.0112,0.0115,0.3712,0.0824
12.532,0.0112,0.0115,0.3708,0.0824
12.533,0.0112,0.0114,0.3708,0.0824
12.534,0.0112,0.0113,0.3708,0.0823
12.535,0.0112,0.0113,0.3856,0.0823
12.536,0.0112,0.0113,0.4017,0.0823
12.537,0.0112,0.0112,0.4164,0.0823
12.538,0.0112,0.0113,0.4164,0.0823
12.539,0.0112,0.0113,0.4164,0.0823
12.54,0.0112,0.0113,0.4164,0.0823
12.541,0.0112,0.0113,0.4164,0.0823
12.542,0.0112,0.0113,0.4362,0.0823
12.543,0.0112,0.0113,0.4362,0.0823
12.544,0.0112,0.0113,0.4362,0.0823
12.545,0.0112,0.0114,0.4362,0.0823
12.546,0.0112,0.0114,0.458,0.0823
12.547,0.0112,0.0114,0.4362,0.0822
12.548,0.0111,0.0114,0.4362,0.0822
12.549,0.0111,0.0114,0.4362,0.0822
12.55,0.0111,0.0114,0.458,0.0822
12.551,0.0111,0.0114,0.458,0.0822
12.552,0.0111,0.0114,0.458,0.0822
12.553,0.0111,0.0114,0.4575,0.0822
12.554,0.0111,0.0114,0.4575,0.0822
12.555,0.0111,0.0113,0.4816,0.0822
12.556,0.0111,0.0113,0.4816,0.0822
12.557,0.0111,0.0113,0.4575,0.0822
12.558,0.0111,0.0113,0.4575,0.0822
12.559,0.0111,0.0113,0.4575,0.0822
12.56,0.0111,0.0113,0.4575,0.0822
12.561,0.0111,0.0112,0.4575,0.0822
12.562,0.0112,0.0112,0.4816,0.0822
12.563,0.0112,0.0112,0.4816,0.0822
12.564,0.0112,0.0112,0.4816,0.0822
12.565,0.0112,0.0112,0.4816,0.0822
12.566,0.0112,0.0112,0.4816,0.0822
12.567,0.0112,0.0112,0.4816,0.0822
12.568,0.0112,0.0112,0.4816,0.0822
12.569,0.0112,0.0112,0.4816,0.0822
12.57,0.0112,0.0112,0.4575,0.0822
12.571,0.0112,0.0112,0.4816,0.0822
12.572,0.0112,0.0112,0.4816,0.0821
12.573,0.0112,0.0112,0.4811,0.0821
12.574,0.0112,0.0113,0.4811,0.0821
12.575,0.0112,0.0113,0.4811,0.0821
12.576,0.0112,0.0113,0.4811,0.0821
12.577,0.0112,0.0112,0.4811,0.0821
12.578,0.0112,0.0112,0.4811,0.0821
12.579,0.0112,0.0112,0.4811,0.0821
12.58,0.0112,0.0112,0.4811,0.0821
12.581,0.0112,0.0112,0.4811,0.0821
12.582,0.0112,0.0112,0.4811,0.0821
12.583,0.0112,0.0111,0.4811,0.0821
12.584,0.0112,0.0111,0.4811,0.0821
12.585,0.0112,0.0111,0.4811,0.082
12.586,0.0112,0.011,0.4811,0.082
12.587,0.0112,0.011,0.4811,0.082
12.588,0.0112,0.011,0.4811,0.082
12.589,0.0112,0.0111,0.4811,0.082
12.59,0.0112,0.0111,0.4811,0.082
12.591,0.0112,0.011,0.4811,0.082
12.592,0.0112,0.0111,0.4805,0.082
12.593,0.0112,0.0111,0.4805,0.082
12.594,0.0112,0.011,0.4805,0.082
12.595,0.0112,0.011,0.4805,0.082
12.596,0.0112,0.011,0.4805,0.082
12.597,0.0112,0.0111,0.4805,0.0819
12.598,0.0112,0.0111,0.4805,0.0819
12.599,0.0112,0.0111,0.4845,0.0819
12.6,0.0112,0.0111,0.4845,0.0819
12.601,0.0112,0.0111,0.4845,0.0819
12.602,0.0112,0.0111,0.4845,0.0819
12.603,0.0112,0.011,0.4845,0.0819
12.604,0.0112,0.011,0.4845,0.0819
12.605,0.0112,0.011,0.484,0.0819
12.606,0.0112,0.0109,0.484,0.0819
12.607,0.0112,0.0109,0.484,0.0819
12.608,0.0112,0.0109,0.484,0.0819
12.609,0.0113,0.0109,0.484,0.0819
12.61,0.0113,0.0109,0.484,0.0818
12.611,0.0113,0.0109,0.484,0.0818
12.612,0.0113,0.0109,0.4835,0.0818
12.613,0.0113,0.0109,0.4605,0.0818
12.614,0.0113,0.0109,0.4605,0.0818
12.615,0.0113,0.0108,0.4605,0.0818
12.616,0.0113,0.0108,0.4605,0.0818
12.617,0.0113,0.0108,0.4605,0.0818
12.618,0.0113,0.0108,0.4605,0.0818
12.619,0.0113,0.0108,0.4605,0.0818
12.62,0.0113,0.0109,0.46,0.0818
12.621,0.0113,0.0109,0.46,0.0818
12.622,0.0113,0.0109,0.46,0.0818
12.623,0.0113,0.0109,0.4391,0.0818
12.624,0.0113,0.0109,0.4391,0.0818
12.625,0.0113,0.0108,0.4391,0.0818
12.626,0.0113,0.0108,0.4391,0.0818
12.627,0.0113,0.0108,0.4391,0.0818
12.628,0.0113,0.0107,0.4386,0.0818
12.629,0.0113,0.0107,0.4386,0.0818
12.63,0.0113,0.0108,0.4386,0.0818
12.631,0.0113,0.0108,0.4386,0.0818
12.632,0.0113,0.0109,0.4386,0.0818
12.633,0.0113,0.0109,0.4386,0.0818
12.634,0.0113,0.0109,0.4386,0.0817
12.635,0.0113,0.0109,0.4382,0.0817
12.636,0.0113,0.0109,0.4191,0.0817
12.637,0.0113,0.0108,0.4168,0.0817
12.638,0.0113,0.0108,0.4168,0.0817
12.639,0.0113,0.0108,0.4168,0.0817
12.64,0.0113,0.0108,0.4168,0.0817
12.641,0.0113,0.0108,0.4164,0.0817
12.642,0.0113,0.0108,0.4362,0.0817
12.643,0.0113,0.0108,0.4362,0.0817
12.644,0.0113,0.0108,0.4362,0.0817
12.645,0.0113,0.0108,0.4362,0.0817
12.646,0.0113,0.0108,0.4362,0.0817
12.647,0.0113,0.0107,0.4362,0.0816
12.648,0.0113,0.0107,0.4164,0.0816
12.649,0.0113,0.0107,0.4164,0.0816
12.65,0.0113,0.0107,0.4362,0.0816
12.651,0.0113,0.0107,0.4164,0.0816
12.652,0.0113,0.0108,0.4164,0.0816
12.653,0.0113,0.0108,0.4164,0.0816
12.654,0.0113,0.0108,0.4164,0.0816
12.655,0.0113,0.0108,0.4164,0.0816
12.656,0.0113,0.0108,0.4164,0.0816
12.657,0.0113,0.0108,0.4164,0.0816
12.658,0.0113,0.0107,0.4164,0.0816
12.659,0.0113,0.0107,0.4362,0.0816
12.66,0.0113,0.0107,0.4362,0.0815
12.661,0.0113,0.0107,0.4362,0.0815
12.662,0.0113,0.0107,0.4357,0.0815
12.663,0.0113,0.0107,0.4357,0.0815
12.664,0.0113,0.0107,0.4357,0.0815
12.665,0.0113,0.0107,0.4357,0.0815
12.666,0.0113,0.0107,0.4159,0.0815
12.667,0.0113,0.0107,0.4159,0.0815
12.668,0.0113,0.0107,0.4159,0.0815
12.669,0.0113,0.0107,0.4159,0.0815
12.67,0.0113,0.0106,0.4357,0.0822
12.671,0.0113,0.0106,0.4357,0.0822
12.672,0.0113,0.0106,0.4357,0.0822
12.673,0.0113,0.0107,0.4357,0.0821
12.674,0.0113,0.0107,0.4357,0.0821
12.675,0.0113,0.0107,0.4357,0.0821
12.676,0.0113,0.0107,0.4357,0.0821
12.677,0.0113,0.0107,0.4357,0.0821
12.678,0.0113,0.0107,0.4357,0.0821
12.679,0.0113,0.0107,0.4357,0.0821
12.68,0.0113,0.0107,0.4357,0.0821
12.681,0.0113,0.0107,0.4357,0.0821
12.682,0.0113,0.0107,0.457,0.0821
12.683,0.0113,0.0107,0.4352,0.0821
12.684,0.0113,0.0107,0.4352,0.0821
12.685,0.0113,0.0106,0.4352,0.082
12.686,0.0113,0.0106,0.4352,0.082
12.687,0.0113,0.0106,0.4352,0.082
12.688,0.0113,0.0106,0.4352,0.082
12.689,0.0113,0.0106,0.4352,0.082
12.69,0.0112,0.0106,0.4352,0.082
12.691,0.0112,0.0106,0.4352,0.082
12.692,0.0112,0.0105,0.4352,0.082
12.693,0.0112,0.0105,0.4352,0.082
12.694,0.0112,0.0105,0.4352,0.082
12.695,0.0112,0.0105,0.4352,0.082
12.696,0.0112,0.0105,0.457,0.082
12.697,0.0112,0.0105,0.457,0.082
12.698,0.0112,0.0105,0.457,0.0819
12.699,0.0112,0.0105,0.457,0.0819
12.7,0.0112,0.0105,0.457,0.0819
12.701,0.0112,0.0106,0.457,0.0819
12.702,0.0112,0.0106,0.4565,0.0819
12.703,0.0112,0.0106,0.4565,0.0819
12.704,0.0112,0.0106,0.4614,0.0819
12.705,0.0112,0.0106,0.4614,0.0819
12.706,0.0112,0.0106,0.4405,0.0819
12.707,0.0112,0.0106,0.4405,0.0819
12.708,0.0112,0.0106,0.44,0.0819
12.709,0.0112,0.0106,0.44,0.0819
12.71,0.0112,0.0105,0.44,0.0812
12.711,0.0112,0.0105,0.44,0.0812
12.712,0.0112,0.0105,0.44,0.0812
12.713,0.0112,0.0105,0.461,0.0818
12.714,0.0112,0.0105,0.461,0.0818
12.715,0.0112,0.0104,0.4605,0.0818
12.716,0.0112,0.0104,0.4605,0.0818
12.717,0.0112,0.0103,0.4605,0.0818
12.718,0.0112,0.0103,0.4605,0.0818
12.719,0.0112,0.0103,0.4605,0.0818
12.72,0.0112,0.0103,0.4605,0.0818
12.721,0.0112,0.0103,0.4605,0.0818
12.722,0.0112,0.0103,0.4605,0.0818
12.723,0.0112,0.0104,0.4391,0.0818
12.724,0.0112,0.0104,0.4391,0.0818
12.725,0.0112,0.0105,0.4391,0.0818
12.726,0.0112,0.0105,0.4391,0.0818
12.727,0.0112,0.0105,0.4391,0.0818
12.728,0.0112,0.0106,0.4391,0.0818
12.729,0.0112,0.0106,0.4391,0.0818
12.73,0.0112,0.0106,0.42,0.0818
12.731,0.0112,0.0105,0.4196,0.0818
12.732,0.0112,0.0105,0.4196,0.0818
12.733,0.0112,0.0105,0.4196,0.0818
12.734,0.0112,0.0104,0.4386,0.0818
12.735,0.0112,0.0104,0.4386,0.0817
12.736,0.0112,0.0104,0.4386,0.0817
12.737,0.0112,0.0103,0.4367,0.0817
12.738,0.0112,0.0103,0.4367,0.0817
12.739,0.0112,0.0102,0.4367,0.0817
12.74,0.0112,0.0101,0.4168,0.0817
12.741,0.0112,0.0101,0.4168,0.0817
12.742,0.0112,0.01,0.4168,0.0817
12.743,0.0112,0.0101,0.4168,0.0817
12.744,0.0112,0.0101,0.4168,0.0817
12.745,0.0112,0.0102,0.4168,0.0817
12.746,0.0112,0.0102,0.4168,0.0817
12.747,0.0112,0.0103,0.4168,0.0817
12.748,0.0112,0.0103,0.4168,0.0816
12.749,0.0112,0.0104,0.4164,0.0816
12.75,0.0112,0.0104,0.4362,0.0816
12.751,0.0112,0.0104,0.4362,0.0816
12.752,0.0112,0.0104,0.4362,0.0816
12.753,0.0112,0.0105,0.4362,0.0816
12.754,0.0112,0.0105,0.4362,0.0816
12.755,0.0112,0.0104,0.4362,0.0816
12.756,0.0112,0.0104,0.4362,0.0816
12.757,0.0112,0.0104,0.4362,0.0816
12.758,0.0112,0.0104,0.4362,0.0816
12.759,0.0112,0.0103,0.4362,0.0816
12.76,0.0112,0.0103,0.4362,0.0816
12.761,0.0112,0.0102,0.4362,0.0815
12.762,0.0112,0.0102,0.4164,0.0815
12.763,0.0112,0.0101,0.4164,0.0815
12.764,0.0112,0.01,0.4362,0.0815
12.765,0.0112,0.0101,0.4362,0.0815
12.766,0.0112,0.0101,0.4362,0.0815
12.767,0.0112,0.0101,0.4362,0.0815
12.768,0.0112,0.0101,0.4362,0.0815
12.769,0.0112,0.0102,0.4362,0.0815
12.77,0.0112,0.0102,0.4357,0.0815
12.771,0.0112,0.0102,0.4357,0.0815
12.772,0.0112,0.0102,0.4357,0.0815
12.773,0.0112,0.0102,0.4357,0.0814
12.774,0.0112,0.0103,0.4357,0.0814
12.775,0.0112,0.0103,0.4357,0.0814
12.776,0.0112,0.0103,0.4357,0.0814
12.777,0.0112,0.0103,0.4357,0.0814
12.778,0.0112,0.0103,0.4357,0.0814
12.779,0.0112,0.0103,0.4357,0.0814
12.78,0.0112,0.0103,0.4357,0.0814
12.781,0.0112,0.0103,0.4575,0.0814
12.782,0.0112,0.0102,0.4575,0.0814
12.783,0.0112,0.0102,0.4575,0.0814
12.784,0.0112,0.0102,0.4357,0.0814
12.785,0.0112,0.0101,0.4357,0.0814
12.786,0.0112,0.0101,0.4357,0.0813
12.787,0.0112,0.0101,0.4357,0.0813
12.788,0.0112,0.0101,0.4357,0.0813
12.789,0.0112,0.0101,0.4357,0.0813
12.79,0.0112,0.0101,0.4357,0.0813
12.791,0.0112,0.0101,0.4352,0.0813
12.792,0.0112,0.0101,0.4352,0.0813
12.793,0.0112,0.0101,0.4352,0.0813
12.794,0.0112,0.0101,0.4352,0.0813
12.795,0.0112,0.0101,0.4352,0.0813
12.796,0.0112,0.0101,0.4352,0.0813
12.797,0.0112,0.0101,0.4352,0.0813
12.798,0.0112,0.0101,0.4352,0.0813
12.799,0.0112,0.0102,0.4352,0.0812
12.8,0.0112,0.0102,0.457,0.0812
12.801,0.0112,0.0102,0.457,0.0812
12.802,0.0112,0.0102,0.457,0.0812
12.803,0.0112,0.0102,0.457,0.0812
12.804,0.0112,0.0102,0.457,0.0812
12.805,0.0113,0.0101,0.457,0.0812
12.806,0.0113,0.0101,0.457,0.0812
12.807,0.0113,0.0101,0.457,0.0812
12.808,0.0113,0.0101,0.457,0.0812
12.809,0.0113,0.0101,0.4352,0.0812
12.81,0.0113,0.01,0.4352,0.0812
12.811,0.0113,0.01,0.4405,0.0812
12.812,0.0113,0.01,0.44,0.0812
12.813,0.0113,0.01,0.44,0.0812
12.814,0.0113,0.01,0.44,0.0812
12.815,0.0113,0.01,0.44,0.0812
12.816,0.0113,0.01,0.44,0.0812
12.817,0.0113,0.01,0.44,0.0812
12.818,0.0113,0.01,0.44,0.0812
12.819,0.0113,0.01,0.4395,0.0812
12.82,0.0113,0.01,0.4395,0.0812
12.821,0.0113,0.01,0.4605,0.0812
12.822,0.0113,0.01,0.4605,0.0812
12.823,0.0113,0.0101,0.4605,0.0812
12.824,0.0113,0.0101,0.4605,0.0812
12.825,0.0113,0.01,0.4605,0.0811
12.826,0.0113,0.01,0.46,0.0811
12.827,0.0113,0.01,0.46,0.0811
12.828,0.0113,0.01,0.483,0.0811
12.829,0.0113,0.01,0.483,0.0811
12.83,0.0113,0.01,0.483,0.0811
12.831,0.0113,0.01,0.483,0.0811
12.832,0.0113,0.01,0.483,0.0811
12.833,0.0113,0.0099,0.4595,0.0811
12.834,0.0113,0.0099,0.4595,0.0811
12.835,0.0113,0.0099,0.4595,0.081
12.836,0.0113,0.0099,0.4595,0.081
12.837,0.0113,0.0099,0.4595,0.081
12.838,0.0113,0.0099,0.4595,0.081
12.839,0.0113,0.0099,0.4585,0.081
12.84,0.0113,0.0099,0.4367,0.081
12.841,0.0113,0.0099,0.4367,0.081
12.842,0.0113,0.0099,0.4367,0.081
12.843,0.0113,0.0098,0.4367,0.081
12.844,0.0113,0.0099,0.4367,0.081
12.845,0.0113,0.0099,0.4367,0.081
12.846,0.0113,0.0099,0.4367,0.081
12.847,0.0113,0.0099,0.4585,0.081
12.848,0.0113,0.0099,0.4585,0.0809
12.849,0.0113,0.0099,0.4585,0.0809
12.85,0.0113,0.0099,0.4585,0.0809
12.851,0.0113,0.0099,0.4585,0.0809
12.852,0.0113,0.0099,0.4585,0.0809
12.853,0.0113,0.0098,0.4585,0.0809
12.854,0.0113,0.0098,0.4585,0.0809
12.855,0.0113,0.0098,0.4585,0.0809
12.856,0.0113,0.0098,0.458,0.0809
12.857,0.0113,0.0097,0.4362,0.0809
12.858,0.0113,0.0098,0.458,0.0809
12.859,0.0113,0.0098,0.458,0.0809
12.86,0.0113,0.0098,0.458,0.0809
12.861,0.0113,0.0098,0.458,0.0808
12.862,0.0113,0.0098,0.458,0.0808
12.863,0.0113,0.0098,0.458,0.0808
12.864,0.0113,0.0098,0.458,0.0808
12.865,0.0113,0.0097,0.458,0.0808
12.866,0.0113,0.0097,0.458,0.0808
12.867,0.0113,0.0097,0.458,0.0808
12.868,0.0113,0.0098,0.458,0.0808
12.869,0.0113,0.0098,0.458,0.0808
12.87,0.0113,0.0098,0.458,0.0808
12.871,0.0113,0.0098,0.458,0.0808
12.872,0.0112,0.0098,0.4362,0.0808
12.873,0.0112,0.0098,0.4362,0.0808
12.874,0.0112,0.0098,0.4362,0.0807
12.875,0.0112,0.0098,0.4362,0.0807
12.876,0.0112,0.0098,0.458,0.0807
12.877,0.0112,0.0097,0.458,0.0807
12.878,0.0112,0.0097,0.458,0.0807
12.879,0.0112,0.0097,0.4816,0.0807
12.88,0.0112,0.0097,0.4816,0.0807
12.881,0.0112,0.0097,0.4816,0.0807
12.882,0.0112,0.0097,0.4816,0.0807
12.883,0.0112,0.0097,0.4816,0.0807
12.884,0.0112,0.0097,0.4816,0.0807
12.885,0.0112,0.0097,0.4816,0.0807
12.886,0.0112,0.0097,0.4575,0.0807
12.887,0.0112,0.0097,0.4575,0.0807
12.888,0.0112,0.0097,0.4575,0.0807
12.889,0.0112,0.0097,0.4575,0.0807
12.89,0.0112,0.0097,0.4575,0.0807
12.891,0.0112,0.0097,0.4575,0.0807
12.892,0.0112,0.0097,0.4575,0.0807
12.893,0.0112,0.0097,0.4575,0.0807
12.894,0.0112,0.0097,0.4575,0.0807
12.895,0.0112,0.0097,0.4575,0.0807
12.896,0.0112,0.0097,0.4575,0.0807
12.897,0.0112,0.0097,0.4575,0.0807
12.898,0.0112,0.0097,0.4575,0.0807
12.899,0.0112,0.0097,0.4575,0.0807
12.9,0.0112,0.0097,0.457,0.0806
12.901,0.0112,0.0097,0.457,0.0806
12.902,0.0112,0.0097,0.457,0.0806
12.903,0.0112,0.0097,0.5078,0.0806
12.904,0.0112,0.0097,0.5078,0.0806
12.905,0.0112,0.0097,0.5078,0.0806
12.906,0.0112,0.0097,0.5078,0.0806
12.907,0.0112,0.0097,0.5078,0.0806
12.908,0.0112,0.0097,0.5078,0.0806
12.909,0.0112,0.0097,0.5078,0.0806
12.91,0.0112,0.0096,0.5078,0.0806
12.911,0.0112,0.0096,0.5078,0.0806
12.912,0.0112,0.0096,0.5078,0.0806
12.913,0.0112,0.0096,0.5078,0.0805
12.914,0.0112,0.0096,0.5078,0.0805
12.915,0.0112,0.0096,0.5078,0.0805
12.916,0.0112,0.0096,0.484,0.0805
12.917,0.0112,0.0096,0.484,0.0805
12.918,0.0112,0.0096,0.484,0.0805
12.919,0.0112,0.0096,0.484,0.0805
12.92,0.0112,0.0096,0.484,0.0805
12.921,0.0112,0.0096,0.484,0.0805
12.922,0.0112,0.0096,0.4835,0.0805
12.923,0.0112,0.0096,0.4835,0.0805
12.924,0.0112,0.0096,0.4835,0.0805
12.925,0.0112,0.0096,0.4835,0.0805
12.926,0.0112,0.0096,0.4835,0.0804
12.927,0.0112,0.0096,0.4835,0.0804
12.928,0.0112,0.0096,0.4835,0.0804
12.929,0.0112,0.0096,0.5084,0.0804
12.93,0.0112,0.0096,0.5084,0.0804
12.931,0.0112,0.0096,0.5084,0.0804
12.932,0.0112,0.0096,0.5084,0.0804
12.933,0.0112,0.0096,0.5084,0.0804
12.934,0.0112,0.0096,0.5084,0.0804
12.935,0.0112,0.0096,0.5084,0.0804
12.936,0.0112,0.0095,0.5079,0.0803
12.937,0.0112,0.0095,0.5079,0.0803
12.938,0.0112,0.0095,0.5079,0.0803
12.939,0.0112,0.0095,0.5079,0.0803
12.94,0.0112,0.0095,0.5079,0.0803
12.941,0.0112,0.0095,0.5079,0.0803
12.942,0.0112,0.0095,0.5072,0.0803
12.943,0.0112,0.0095,0.4826,0.0803
12.944,0.0112,0.0095,0.4826,0.0803
12.945,0.0112,0.0095,0.4826,0.0803
12.946,0.0112,0.0094,0.4826,0.0803
12.947,0.0112,0.0094,0.4826,0.0803
12.948,0.0112,0.0095,0.4826,0.0803
12.949,0.0112,0.0095,0.4826,0.0802
12.95,0.0112,0.0095,0.4826,0.0802
12.951,0.0112,0.0095,0.4826,0.0802
12.952,0.0112,0.0095,0.4585,0.0802
12.953,0.0112,0.0095,0.4585,0.0802
12.954,0.0112,0.0096,0.4585,0.0802
12.955,0.0112,0.0096,0.4585,0.0802
12.956,0.0112,0.0096,0.4585,0.0802
12.957,0.0112,0.0096,0.4585,0.0802
12.958,0.0112,0.0095,0.4585,0.0802
12.959,0.0112,0.0095,0.4585,0.0802
12.96,0.0112,0.0095,0.4826,0.0802
12.961,0.0112,0.0095,0.4826,0.0802
12.962,0.0112,0.0094,0.4826,0.0802
12.963,0.0112,0.0094,0.4826,0.0802
12.964,0.0112,0.0094,0.4821,0.0802
12.965,0.0112,0.0094,0.4821,0.0802
12.966,0.0112,0.0093,0.5089,0.0802
12.967,0.0112,0.0093,0.5089,0.0802
12.968,0.0112,0.0093,0.5089,0.0802
12.969,0.0112,0.0093,0.5089,0.0802
12.97,0.0112,0.0093,0.5089,0.0802
12.971,0.0112,0.0094,0.5089,0.0802
12.972,0.0112,0.0094,0.5089,0.0802
12.973,0.0112,0.0094,0.5089,0.0802
12.974,0.0112,0.0094,0.5089,0.0802
12.975,0.0112,0.0094,0.4821,0.0801
12.976,0.0112,0.0094,0.4821,0.0801
12.977,0.0112,0.0094,0.4821,0.0801
12.978,0.0112,0.0095,0.4821,0.0801
12.979,0.0112,0.0095,0.4821,0.0801
12.98,0.0112,0.0095,0.4821,0.0801
12.981,0.0112,0.0095,0.4821,0.0801
12.982,0.0112,0.0095,0.4821,0.0801
12.983,0.0112,0.0095,0.4821,0.0801
12.984,0.0112,0.0094,0.4821,0.0801
12.985,0.0112,0.0094,0.4821,0.0801
12.986,0.0112,0.0093,0.4821,0.0801
12.987,0.0112,0.0093,0.4816,0.0801
12.988,0.0112,0.0093,0.4816,0.08
12.989,0.0112,0.0092,0.4816,0.08
12.99,0.0112,0.0092,0.4816,0.08
12.991,0.0112,0.0092,0.4816,0.08
12.992,0.0112,0.0092,0.4575,0.08
12.993,0.0112,0.0092,0.4816,0.08
12.994,0.0112,0.0093,0.4816,0.08
12.995,0.0112,0.0093,0.4816,0.08
12.996,0.0112,0.0093,0.5083,0.08
12.997,0.0112,0.0093,0.5083,0.08
12.998,0.0112,0.0093,0.5083,0.08
12.999,0.0112,0.0093,0.5083,0.08
13.0,0.0112,0.0093,0.5083,0.08
13.001,0.0112,0.0093,0.5083,0.0799
13.002,0.0112,0.0093,0.5083,0.0799
13.003,0.0112,0.0094,0.5083,0.0799
13.004,0.0112,0.0094,0.5083,0.0799
13.005,0.0112,0.0094,0.5083,0.0799
13.006,0.0112,0.0094,0.5083,0.0799
13.007,0.0112,0.0094,0.5083,0.0799
13.008,0.0112,0.0093,0.5083,0.0799
13.009,0.0112,0.0093,0.5078,0.0799
13.01,0.0112,0.0093,0.4811,0.0799
13.011,0.0113,0.0092,0.4811,0.0799
13.012,0.0113,0.0092,0.4811,0.0799
13.013,0.0113,0.0092,0.4811,0.0799
13.014,0.0113,0.0091,0.4811,0.0798
13.015,0.0113,0.0091,0.4811,0.0798
13.016,0.0113,0.0091,0.4811,0.0798
13.017,0.0113,0.0092,0.4811,0.0798
13.018,0.0113,0.0092,0.4811,0.0798
13.019,0.0113,0.0092,0.4811,0.0798
13.02,0.0113,0.0092,0.484,0.0798
13.021,0.0113,0.0093,0.484,0.0798
13.022,0.0113,0.0093,0.484,0.0798
13.023,0.0113,0.0093,0.484,0.0798
13.024,0.0113,0.0092,0.5095,0.0798
13.025,0.0113,0.0092,0.5095,0.0798
13.026,0.0113,0.0092,0.5089,0.0798
13.027,0.0113,0.0092,0.5089,0.0798
13.028,0.0113,0.0093,0.5089,0.0798
13.029,0.0113,0.0093,0.5089,0.0798
13.03,0.0113,0.0093,0.5089,0.0798
13.031,0.0113,0.0093,0.5089,0.0798
13.032,0.0113,0.0093,0.5084,0.0798
13.033,0.0113,0.0092,0.5084,0.0798
13.034,0.0113,0.0092,0.5084,0.0798
13.035,0.0113,0.0092,0.5084,0.0798
13.036,0.0113,0.0091,0.5084,0.0797
13.037,0.0113,0.0091,0.5084,0.0797
13.038,0.0113,0.0091,0.5084,0.0797
13.039,0.0113,0.0091,0.4825,0.0803
13.04,0.0113,0.0091,0.4825,0.0803
13.041,0.0113,0.0091,0.5079,0.0803
13.042,0.0113,0.0091,0.5079,0.0803
